gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
Sez6,4903.477671932791,-0.2877715611359059,0.28633412271672637,0.056245499919358344,0.12137912894300212
Hoxb6,144.50451954153073,-0.30158889785874393,0.1791957036617116,0.013854636012455032,0.03811959044034422
Kat2b,315.94039034670215,0.5750252614457849,0.22201886249081915,4.453742505165863e-4,0.001981264000672918
Rab5b,5912.375288651731,-0.1074100565737179,0.051411704653038744,0.019876417197726537,0.05133942273885416
Spg7,2090.0108159934766,-0.09320236627696377,0.12438877529682807,0.29930015349831735,0.4430226866490197
Rpl13,6315.3407331883045,0.12677234226717082,0.08617910820544031,0.07180087773470442,0.14756988993790085
Chmp1a,3513.001935758113,-0.009903314634520169,0.049316960460440734,0.8130806585523626,0.8842952103167934
Rpa1,1889.1167563362828,-0.2770444001532984,0.1364183366121894,0.007202968330168534,0.022027349526071497
Serpinf1,8575.224593613893,0.27262793895108867,0.046137080523728516,6.202505532192477e-10,9.502793923575489e-9
Tubgcp3,1443.1018244871216,0.1172048392399207,0.08554017953364626,0.09239338404420747,0.18131300058253108
Oprm1,3017.6289017144045,-0.9166881017992065,0.22379194736305855,1.3421486300303274e-6,1.1043812174157362e-5
Polr3d,1547.283429263779,0.1694196831136923,0.08475007287994124,0.01768414931381405,0.04677546730675574
Ddx3x,7547.987590939757,0.04882709214987917,0.07007693482664533,0.3982097159309113,0.5445927923656008
Usp32,7291.116671380559,-0.009875241571533584,0.04973772954925199,0.8151405764077935,0.8855167434091326
Txnrd3,129.06438689259954,0.13777393492101092,0.18762346454241008,0.22401096084883906,0.35813594540996896
Zfp512b,7551.211766517982,-0.23089161450251972,0.06482633043275156,1.0291582301169272e-4,5.408349436254399e-4
Dnajc5,11606.898875095041,-0.18096825665007343,0.054859025907222435,4.242638982336315e-4,0.0018976335143216676
Tpd52l2,1684.835522796658,-0.033177189392579486,0.059737772635471816,0.5066938005697494,0.6478863847325766
Fmr1,1592.9237885567059,-0.05113802235477855,0.06928670586465575,0.3711748916730105,0.5175742517290259
Bcl11a,1692.7925148404593,-0.7783810598944482,0.15224524646776882,1.7703186193139367e-8,2.0728882844780486e-7
Pxmp4,604.6139424425077,-0.09027730505667252,0.09327704268540395,0.220293724773695,0.3535606647247394
Dlg3,339.76698497711374,-0.171417010412933,0.15083727978993,0.09736971500935769,0.1884071865355432
Gnb1l,146.61726253741338,0.060395221361321715,0.16752003889345868,0.561221798797737,0.6948567813439065
Mmp11,91.62949399643063,0.14610396469752673,0.21894182473098892,0.2285784343898833,0.36349459783302124
Smarcb1,2444.7267923631966,0.0029185995014332448,0.05891431271944329,0.9532750142409169,0.9733497672311981
Hip1r,1194.9887106714089,0.22115164642993293,0.18215792568858513,0.05991636858063784,0.12784511141110289
Nsun5,429.7085593742024,-0.10481294653967342,0.1093474777231258,0.20588977049190402,0.3355005542302804
Top1mt,644.3812705660446,-0.03879705433575731,0.08113085074686993,0.5552214497426018,0.689715391077992
Hoxa10,449.00759521134466,-0.8377340881129891,0.1635936345976009,1.4538929618540012e-8,1.7286731181580684e-7
Hoxa4,168.7965117610178,-0.4370476333786797,0.17451410526042987,8.619338610233069e-4,0.0035509368896605668
Gm38393,1909.1893594324858,0.04887908970366187,0.0955462867018601,0.5132579937520176,0.6536716260377743
Slc7a7,518.5571603993249,-0.45533334582524254,0.20885745530172015,0.0019688755949338345,0.007256914894792033
Oxa1l,1516.769838512568,-0.022790868611592397,0.06759083514664219,0.685582376354769,0.7919170772635076
Heatr6,1640.198398625329,-0.033230849355202235,0.05852898371067387,0.49750537990975585,0.639027243975847
Ilf2,1694.9575063576408,-0.01797119219512764,0.05250599938997174,0.68553053850137,0.7919170772635076
Chtop,2767.9267404211982,-0.02173121833864857,0.04514316163829159,0.5667973443344942,0.7000711608856212
Snapin,931.6661458855713,-0.10491829508207842,0.08370856019171748,0.12318618858381959,0.22647872701126712
Mapk7,2711.03633451907,-0.08496665349838889,0.06408394521397556,0.11466535197078163,0.21455989755067417
Epn2,3838.7210037702466,-0.7053335338245759,0.05579612575015721,1.3028955334695944e-37,4.3375857246698547e-35
B9d1,103.45757393616,-0.027429634283918532,0.14015785520638321,0.7726102453916788,0.856762520832634
Sec24b,3006.0691149417817,-0.04069262319047609,0.08416361665820693,0.5481515821453524,0.6840371081431759
Rmnd5b,1335.1415205913734,-0.03016935509433845,0.05935886024331301,0.5440380895597902,0.6805879085493325
Nhp2,761.1493324147605,-0.11546076716430503,0.06867952202642211,0.0489371429872283,0.10846217841546248
Vps9d1,1707.0147302155044,-0.007224985298710941,0.08177901658504684,0.9133714458735979,0.9501654818234083
Zfp276,900.4525502353808,0.009194882390013757,0.0751152625527251,0.8818872582266197,0.929581314978222
Mfsd10,550.5973896631778,0.0268812942832187,0.11578980879706835,0.7524396039140192,0.841292626259395
Luzp1,2238.7220874724367,-0.2852099693900135,0.1207885493171597,0.0029150836228776307,0.010192449635710093
Kctd10,2028.026410976124,-0.1597659727847615,0.09431105402059846,0.03690401303080498,0.08593263374545478
Poldip2,1715.9872780966155,-0.05923155950105496,0.05887297360659811,0.22746483177196214,0.36212904690165976
Ift20,624.3420098620214,0.03699706536893176,0.07729947727255784,0.557987264757027,0.6916863366485919
Pcbp3,11868.845558789833,0.050176020520879445,0.05978637835691586,0.31331836263796586,0.45755253005032165
Lgals9,1190.5487076118013,-0.06121620509995849,0.11781610564760349,0.47841292346811476,0.620848123817977
Araf,2621.300210204836,0.030524319446394024,0.05688417638237729,0.5221891184010308,0.661693813441405
Cfp,136.85410651116877,0.6956304805528362,0.21277916011306608,4.3502773075683375e-5,2.511092590188696e-4
Uxt,103.64524255455164,0.35151300889779635,0.21179735590595594,0.011094142664088685,0.03176607376481739
Cnnm3,362.9213395822586,0.04774212150305036,0.12859499265022498,0.5991906032349501,0.7253173988451371
