gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
Brpf1,933.4854752193495,0.004934805805908805,0.02943504541528178,0.5100603783122695,0.9208447515829599
Akr1b3,1170.3459750854283,-0.0011605926805606508,0.021737669267200947,0.845250167066993,0.9765371132899583
Hoxc8,169.51203520442206,-0.00536839248434748,0.03823982978890656,0.5240131568448907,0.921928097372973
Hoxc6,130.48692381005642,-0.003278681426768611,0.03667495686132951,0.6858878579494894,0.9540278248301257
Ddt,686.0126608975377,-0.00584519226746146,0.029755928521528033,0.43987192228391997,0.8940759557727797
Ddx18,620.5232137450978,0.015900462439886357,0.050138357624821286,0.15627311493588442,0.756407425675129
Ubl3,2409.9695002964254,0.08449431017272858,0.11804574273121106,0.007323657894071572,0.24989700260158898
Gramd3,61.81338822705128,0.014697611721007106,0.07617792733059969,0.12417053794593692,0.708773255986122
Eef1e1,878.8080142806666,-0.02011619647618605,0.049970609135073354,0.10314651350332527,0.676800849103151
Akt1,9697.254360065044,-0.002896861816692875,0.017835082024099214,0.5380152934151314,0.9228952998655312
Tcirg1,137.67850718568062,0.004808866033211007,0.049661299655885345,0.5515280199220223,0.9264283896587687
Naglu,581.92095722186,-0.00038550557512967816,0.028762961982655714,0.9578972147640296,0.9930453427856625
Coasy,1698.5619367198967,0.017443850297592912,0.04462286753902577,0.12079606131367461,0.7041355756363367
Crnkl1,474.79460375827216,-0.021526498953207487,0.05952804609567473,0.09773164694695698,0.671173027104758
Rin2,843.1592069909867,-0.004163767941988909,0.04196911433681885,0.61455964018114,0.9384670216358083
Folh1,161.6232030647239,-0.006778208134486233,0.052628499066252214,0.41991246612646704,0.8877738113355174
Chordc1,1376.8311749668856,0.005451834041805601,0.028713808848585678,0.4589461006248398,0.8994273415608804
Rtcb,3610.644646103975,0.002885415197987756,0.017006968310086492,0.5157581567864112,0.9217835168174776
Pwp1,863.2250548366047,0.006253408875148365,0.030011676669896938,0.4120550707923575,0.8867971488324957
Fbxo7,612.990956182836,0.005395220985437238,0.037328135979942285,0.5202630567629252,0.9217835168174776
Capns1,12866.118780572111,-4.167930635502374e-4,0.018882271060364105,0.9366117548448919,0.9910614682923319
Lrp3,3376.465206880875,-8.811325371621383e-4,0.014512270875444683,0.8243152659528585,0.9743138023911381
Clpb,2565.4378134427893,0.026933224446440193,0.07398195097559015,0.06500547467761494,0.6009395433531407
Septin7,3705.839230521837,-0.009047938796076177,0.031516266694589186,0.25753428163864445,0.8330638868762663
Zdhhc4,724.3225975291024,0.001524721614067916,0.021452529276987802,0.7948047876767322,0.9693576769207517
Rac1,5534.484374661574,0.001128159503132432,0.016017382871957562,0.7975353830601069,0.9698924719650899
Nup214,2755.636365514085,0.0016032474768588722,0.02227744071566047,0.7913477293856533,0.9693576769207517
Ugp2,924.5744897323757,-0.001040398917443783,0.029774141580312424,0.8888222003765928,0.984525511498282
Kcnh6,4290.039391477983,-0.0069789376121594604,0.03309804695163784,0.39351276747048325,0.8824311160684153
Trmt1,2127.463872038247,0.004600136570209591,0.023872334456854515,0.46225785346326403,0.8994388241205113
Nacc1,5369.488562439681,-0.00964606336506606,0.028767340834191874,0.1869887262662676,0.7872317759802214
Nfix,202.782087228219,0.002689285878355534,0.036706980027532234,0.7384499538141553,0.9610093377950785
Slc1a5,2106.3281792626626,0.02050291612065795,0.09662652767686548,0.03955611821941847,0.5172529344233511
Uba1,23569.8240082094,-1.255994650357467e-4,0.011694170909420177,0.9682788378912471,0.9944259269167621
Siae,257.38688607362354,0.0012450904942771953,0.02876219098206811,0.8647327256037762,0.9812199206331972
Fam50a,807.2008700841642,5.461741597055804e-4,0.02159236520196767,0.9265615385968512,0.9896284602823214
Emd,870.7279627270849,0.007645482840359827,0.04355460345058431,0.3928562813895288,0.8823203248603896
Taco1,795.3499469784244,0.00864384638156767,0.03094354040085586,0.27113472936295524,0.8406732827024923
Grik3,1797.9603238164116,-0.007861186565567186,0.03993378137281403,0.3782521349460559,0.8766576777464319
Gria3,599.8962350167113,-0.00619760526415713,0.062111914479140114,0.38295862263284164,0.8775020336547543
Sipa1l2,498.15984610357646,0.02307227963046276,0.06315447376521316,0.08687100361509674,0.6519855205624755
Ap4e1,1349.7364226321986,0.0014870060624697671,0.024350184614144215,0.819819309751008,0.9740111753115309
Blvra,116.4303305752263,0.0024261347515116857,0.043603120686522896,0.7613804777558277,0.963299581449906
Pdzd4,3471.663090485137,-0.022892300589309703,0.0411330700520061,0.0511533962121763,0.5576172872049449
Idh3g,2818.6336649407895,-0.0011997021845376271,0.01973599838067605,0.8254096112232711,0.9743138023911381
Pnck,198.12530286564896,0.002385145760314711,0.04077651305023342,0.7672559419704741,0.9650830892670581
Ssr4,781.6470772315338,-0.0011658434802983922,0.023168110503974985,0.8526868367913265,0.9783152370197618
Bcap31,2114.2082792931906,4.367022786159091e-6,0.019440654347719924,0.9993538047795517,0.9995972527222509
Fam98a,1452.9007507140004,-0.0010213680053211029,0.028024724838160556,0.887158048205668,0.9841692549003692
Kmt2a,6986.086897998496,-0.008615051669261613,0.03644920047420203,0.3266145347322795,0.8690598128529347
Ift46,1059.667224878947,-0.007409510243131894,0.037978818503260944,0.39642017596082935,0.8824512624401759
Tmem25,1624.036748871344,-0.010706424337077728,0.04034746939883386,0.25942371597319064,0.8338094472819491
Trappc6a,465.44688209371554,0.027899418923694953,0.05967436143297583,0.06196734076766714,0.5903901081318376
Supt6,8028.495739567504,-0.00402524340260262,0.02091267044175043,0.46226761001670524,0.8994388241205113
Unc119,1030.3822087211204,-0.0076755556107302395,0.030335117461300205,0.3193870641246175,0.8690598128529347
Rab34,357.3959363633219,0.014556923677894792,0.06404715707627887,0.16535983527287446,0.7620574857840042
Sdf2,1048.2512750723972,-0.012520372004029952,0.042083998808393606,0.21011434329271378,0.8049502731779354
Ccne1,149.64422332706627,0.0022361880717349076,0.05312305482022841,0.7574313070564507,0.9626536153860255
Bbc3,2214.811520890581,0.014361423782582957,0.055890844224561136,0.18017500658058272,0.7813777319855243
Psmc3,4509.296549440744,-0.019329118041800316,0.04541099445293782,0.09922659340937812,0.67600050443426
Acp2,2707.6614992633245,-0.002175415242574168,0.02839981187343909,0.7646903786713944,0.9643634235695194
Slc39a13,760.3843240802281,-0.011551124370716438,0.03825333861592953,0.21955554589021767,0.8136426553537479
Celf2,1515.754964550766,-0.0054336285262655895,0.0392343330771643,0.5209263015797743,0.9217835168174776
Ddb2,161.41498533328425,0.010660135155315975,0.05054761628865309,0.270095374983847,0.8401704567647981
Sf3a1,3762.4937027413016,-0.0024215613860754746,0.0236995040909036,0.7033747887429705,0.9560075076638417
Clgn,3728.0190738882093,-0.0019029129437861223,0.021728421819442047,0.7475635853795695,0.9618997197559414
Vrk3,493.61342956844254,0.017618813896454748,0.05406789708091367,0.13443408891752204,0.7294206605571415
Smg9,722.7432022552771,-5.6797782895714e-4,0.027816491673207523,0.9368029377164759,0.9910614682923319
Paxip1,1330.9800351643844,0.009196575549143313,0.04076468452177016,0.3187328681056625,0.8690598128529347
Rmnd5a,3223.0276109408874,0.05853274228888117,0.0653409345202735,0.012092780520097544,0.323127300824939
Mov10,127.77244843046128,-0.003701339132389972,0.05094686030726257,0.6322455600636149,0.9427431072344278
Rhoc,360.9838947102141,0.0013946498343871674,0.05564330895234675,0.8367382642600155,0.9764283987745508
Ppard,788.1705721920251,0.00216892794885397,0.030859218220415163,0.7753442066482135,0.9663755881303949
Def6,204.77466947018723,0.004043868686311265,0.04779976778323108,0.6145159699683682,0.9384670216358083
